,TO_length_in_sec,TO_OMC_Duration,Calls Count,Connection Made Calls,Dial Attempt Calls,technical_quality_score,customer_talk_percentage,agent_talk_percentage,total_discovery_questions,goal1_questions,goal2_questions,goal3_questions,total_buying_signals,total_resistance_signals,time_to_reason_seconds,total_objections,objections_acknowledged,objections_rebutted,acknowledgement_rate,price_mentions_final_2min,timeline_mentions_final_2min,contract_mentions_final_2min,price_timeline_contract_before_dropoff,average_monologue_length,longest_monologue_length,extended_monologues_count,short_monologues,medium_monologues,long_monologues,very_long_monologues,total_interruptions,interruption_rate,name_usage_count,rapport_elements_count,empathy_responses,empathy_response_rate,total_call_duration,time_in_final_stage,call_duration_group
timeline_mentions_final_2min,0.07036545552147436,0.17917999836850212,0.0906152042050111,0.03608064237804043,0.09003910537456505,-0.00761335724831659,0.17695616952857954,0.10733333913931846,0.1056776329061457,0.1043623477723232,0.04391179826432962,0.056299982192466506,0.1710980746170702,0.21687245603248523,0.05093289772781561,0.199650984347257,0.19988727033626447,0.21742367752978253,0.17346011587861768,0.36331504194931724,1.0,0.16226943724577683,0.67320938964333,0.04186931404534263,0.09375030282914219,0.31975260338404937,0.054126967964586443,0.09200056358604634,0.1924777646284063,0.27107467828732784,0.16075074466845343,0.07830600232120258,0.1230294709488721,0.16869379039640375,0.13937004407846287,0.08188829804352533,0.1452225799906557,0.07630880982458493,
contract_mentions_final_2min,0.01939196102313731,0.07699114458256616,0.020176479005635947,-0.011516189686045406,0.02632436058317037,0.017656116828112328,0.053297458194260794,0.04910524451293053,0.034895690480924446,-0.02390334976702486,0.0782779949213383,0.07075775858988131,0.06952950408585537,0.15503702861979105,0.029657726984922115,0.16480641471261329,0.06481000333840897,0.12423829618574288,0.043645534771975324,0.17171149960865842,0.16226943724577683,1.0,0.26693209094919557,0.007344910538032652,0.03748630900914255,0.09308145336721403,0.030844366616375664,0.02598555942629913,0.08053461887723948,0.1577903205383468,0.05466635017667465,0.001762098624423821,0.05178495804944263,0.08473558162529159,0.08770656709662839,0.04860632199055566,0.04877419437810725,0.06871053387186116,
price_timeline_contract_before_dropoff,0.02212030939614518,0.2479668329229795,0.08289262306038829,-0.022300377147269033,0.10012245672791928,-0.013397193329303793,0.19761285900349593,0.1632799510593296,0.1309147234424197,0.1264863884725744,0.067369919784984,0.053403283450638606,0.238287759103163,0.3363943189044604,0.05148052125990892,0.34585602277173955,0.21721324237998713,0.33654051190760376,0.1268065874592654,0.7202190887617815,0.67320938964333,0.26693209094919557,1.0,0.059771154587905106,0.11907682781682952,0.32421811048029897,0.1180635084394473,0.15060278359254978,0.2515052277606363,0.25077214105087287,0.16110634539242039,0.04802655177363191,0.12344260891469541,0.19402298667761161,0.18503447102921242,0.11569133078997619,0.20932380241524362,0.15676398183913287,
average_monologue_length,-0.03108845867940268,0.14846261667291627,-0.09076395775995587,-0.05444210799864858,-0.08431173940262057,0.07220423330528823,0.24694934900518623,0.14922383302852307,0.10798090275026122,0.11683317278112464,0.0566601231498376,0.01469673389184513,0.09273053523448473,0.09600657495060094,0.033898987495200164,0.11447323412051648,0.15550374895126298,0.14708628676660473,0.14198876828299992,0.059939391541802146,0.04186931404534263,0.007344910538032652,0.059771154587905106,1.0,0.7056701342338707,0.28977606877699974,-0.1032009762969168,0.005983286183616458,0.17394351769508246,0.3577084036738697,0.02776446844260947,-0.051384027765756325,0.14530661308198228,0.17611147057659035,0.0906580164283288,0.08313850539080563,0.1540072908417112,0.09414859886767599,
longest_monologue_length,-0.00783711905304282,0.25837726957626467,-0.05545277359517816,0.008704133509718763,-0.06498215171367548,0.0455283565375015,0.15536785402753353,0.1390025540880276,0.13758174559847552,0.13020263303432303,0.10067264100824458,0.02201475291135888,0.21175530462249859,0.0918624226322148,0.04280940197912149,0.10917287242653416,0.16073960136817939,0.12946842368469288,0.1629760851686491,0.1293557672159215,0.09375030282914219,0.03748630900914255,0.11907682781682952,0.7056701342338707,1.0,0.23542925388926103,0.02923627078744304,0.046809527751823336,0.15343166247212683,0.36558051226786914,0.08822700990657256,-0.026915897782089002,0.09135850329106295,0.14926606873755358,0.09808661569482732,0.08780473839336378,0.257813862738817,0.17543091627310398,
extended_monologues_count,0.03661889643536348,0.5317590277624994,-0.0596533853237092,-0.023156718017301656,-0.05946952941819918,0.0434612429400344,0.33665925576911593,0.19789532184045652,0.41693403970241627,0.39501650633040436,0.22721560645822267,0.17799280022967245,0.33798361526382364,0.269394382120068,0.09083184343220493,0.2462593271180085,0.25581453876349475,0.3630873821373838,0.19878006056214345,0.17146752240603294,0.31975260338404937,0.09308145336721403,0.32421811048029897,0.28977606877699974,0.23542925388926103,1.0,0.014415982768292626,0.22478971502987588,0.677319580942949,0.6311669142277052,0.2921812306957121,0.04091750207493919,0.20214337689938483,0.3122874053139768,0.21666832799895527,0.18807311480602953,0.49084623328475835,0.3345916528327131,
short_monologues,0.025020550428978657,0.26261731003160554,0.06977651070086992,0.0754930399385681,0.054024888561226676,-0.002815082068687853,-0.14316472847454248,0.42605567363820074,0.2261219868474823,0.21517652378749963,0.12798707416584296,0.08328063423757794,0.3976740840797452,0.1586681946025991,0.04720296269143676,0.13094781664843,0.15803015723103725,0.13987846999330106,0.14072198414881978,0.1031945004374127,0.054126967964586443,0.030844366616375664,0.1180635084394473,-0.1032009762969168,0.02923627078744304,0.014415982768292626,1.0,0.6756781235657826,0.28819386051994156,0.023109230975601015,0.19924603124737167,0.13399796519082793,0.110196923499468,0.16066194616500473,0.18386871962891044,0.1153744078882566,0.21245250457935616,0.13342929948155327,
medium_monologues,0.020931459779232796,0.38124510649561427,0.04225865213101817,0.0414373764284918,0.03409380634974562,-0.02652859746531421,-0.018885761050156186,0.36870090367437114,0.3652289566831397,0.3414556907149736,0.22308629943275698,0.13552216103837753,0.3983719324309992,0.22106124188548162,0.11060965017342975,0.17643368284195418,0.2263244285573526,0.20678999015517638,0.1592843696250926,0.13382431077077184,0.09200056358604634,0.02598555942629913,0.15060278359254978,0.005983286183616458,0.046809527751823336,0.22478971502987588,0.6756781235657826,1.0,0.5890163943347736,0.19399424468259355,0.2796489918889529,0.1546204611058308,0.12143527771737486,0.19735739376307507,0.2390426911702176,0.18251034600207208,0.3417922829584254,0.2515668504557676,
long_monologues,0.03548525253296286,0.51180711070523,-0.009428768685343486,-0.04085658541216375,0.002538840412568157,0.02765253276592031,0.15085787471136697,0.2709564657355005,0.38684860361310713,0.36034427200792507,0.21479241544857694,0.17551389311484067,0.44260361471877396,0.28917406750344454,0.14499295946023655,0.23436834378064994,0.2717278314307864,0.3405925911704325,0.18102220417888257,0.17447404524758844,0.1924777646284063,0.08053461887723948,0.2515052277606363,0.17394351769508246,0.15343166247212683,0.677319580942949,0.28819386051994156,0.5890163943347736,1.0,0.5167454657972134,0.2658080927593621,0.053379983728235665,0.1415007126039027,0.24276786359794164,0.250189466129097,0.19713323871615968,0.47587968923579244,0.3544273489320001,
very_long_monologues,0.02947941704431059,0.5308526247424321,-0.029236321460977804,0.0303461455609264,-0.04252871881835891,0.06670972764279591,0.14783315178244139,0.13900380326400233,0.32386367311497954,0.33087371695125883,0.1393602452974195,0.13347673271197394,0.27570741744948934,0.22661128134826347,0.09228439426519704,0.22716818173210668,0.2701794670714359,0.3162028242746215,0.19865492735030438,0.10096495594163538,0.27107467828732784,0.1577903205383468,0.25077214105087287,0.3577084036738697,0.36558051226786914,0.6311669142277052,0.023109230975601015,0.19399424468259355,0.5167454657972134,1.0,0.2589426630064404,0.018829034454434974,0.12833466577986527,0.14635447573568713,0.2311414455858354,0.1828058030740523,0.5264577873803777,0.2890695147369781,
total_interruptions,0.02218924836154894,0.28594389549003574,0.07002971773601072,0.13202111272998132,0.036165649611449496,0.030716990637389426,0.09821913527568514,0.16323433273359272,0.24151764188554847,0.24429725370954397,0.14213505638091792,0.04972203679989279,0.1498039129369565,0.18569166802163087,0.12855020460421154,0.17864964780115208,0.21907414058463714,0.24739416454407862,0.1739303471765624,0.08689096281372088,0.16075074466845343,0.05466635017667465,0.16110634539242039,0.02776446844260947,0.08822700990657256,0.2921812306957121,0.19924603124737167,0.2796489918889529,0.2658080927593621,0.2589426630064404,1.0,0.8294194796190228,0.12111575632983053,0.13970957902852799,0.20072680963993436,0.13479434516427852,0.23490048758536727,0.15754976594813835,
interruption_rate,-0.03223058523536583,-0.010275956988912871,0.08233615972232902,0.17865861495219343,0.03499871057261574,0.036951290452639514,0.07659031026827919,0.17037940602513102,0.09761191281150627,0.08873702667844865,0.09978229149488622,-0.016390372674406684,0.011655048804413074,0.10305056474848803,0.052502900718153576,0.08981604995367472,0.10714206420236126,0.11819203933489034,0.11518484042983342,0.017006494105564898,0.07830600232120258,0.001762098624423821,0.04802655177363191,-0.051384027765756325,-0.026915897782089002,0.04091750207493919,0.13399796519082793,0.1546204611058308,0.053379983728235665,0.018829034454434974,0.8294194796190228,1.0,0.11666056364325512,0.09266743505067633,0.10440596875584862,0.10081962176319148,-0.06770021850074145,-0.005756256444375464,
name_usage_count,-0.033512205721776815,-0.011093332334318001,0.05201521156912443,0.02415206898242726,0.05058377060587695,0.05872696484391557,0.30021578034639307,0.3743356250701827,0.13489284413133465,0.15550743775197848,0.03513848354186744,0.04584647094642666,0.12913806192941485,0.14299836658718468,0.056252580120630696,0.18599473056864552,0.09339645009244667,0.20805073643742628,0.09836014360122769,0.08249889894007603,0.1230294709488721,0.05178495804944263,0.12344260891469541,0.14530661308198228,0.09135850329106295,0.20214337689938483,0.110196923499468,0.12143527771737486,0.1415007126039027,0.12833466577986527,0.12111575632983053,0.11666056364325512,1.0,0.3841959311208196,0.07144289509281107,0.06169332284842538,-0.026492053933310493,0.07817505818068765,
